"system","model_key","response","shock","horizon","share","status","message"
"exports_augmented","exports_augmented_var_diff_class_fevd","d_ln_pib_socios","d_ln_exports_real",2,0.0312358058898722,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"exports_augmented","exports_augmented_var_diff_class_fevd","d_ln_pib_socios","d_ln_exports_real",3,0.0470306103332246,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"exports_augmented","exports_augmented_var_diff_class_fevd","d_ln_pib_socios","d_ln_exports_real",4,0.0472746823305275,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"exports_augmented","exports_augmented_var_diff_class_fevd","d_ln_pib_socios","d_ln_exports_real",5,0.0520660509707855,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"exports_augmented","exports_augmented_var_diff_class_fevd","d_ln_pib_socios","d_ln_exports_real",6,0.0527898459418146,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"exports_augmented","exports_augmented_var_diff_class_fevd","d_ln_pib_socios","d_ln_exports_real",7,0.0567896904422319,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"exports_augmented","exports_augmented_var_diff_class_fevd","d_ln_pib_socios","d_ln_exports_real",8,0.056697653788679,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"exports_augmented","exports_augmented_var_diff_class_fevd","d_ln_pib_socios","d_ln_exports_real",9,0.056634627968779,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"exports_augmented","exports_augmented_var_diff_class_fevd","d_ln_pib_socios","d_ln_exports_real",10,0.0575581711263553,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"exports_augmented","exports_augmented_var_diff_class_fevd","d_ln_pib_socios","d_ln_exports_real",11,0.0585160544077722,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"exports_augmented","exports_augmented_var_diff_class_fevd","d_ln_pib_socios","d_ln_exports_real",12,0.0585034873144307,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"exports_augmented","exports_augmented_var_diff_class_fevd","d_ln_pib_socios","d_ln_pib_socios",1,0.964499446009297,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
